day,identifier,nb_hits,nb_visits,nb_product_pages,nb_orders,orders_amount,nb_touchpoints
2020-02-12,3,1199917,187248,354142,31114,1558437.46,"{""direct"":203058,""email"":3728,""organic"":114973,""paid_search"":24099}"
2019-11-29,3,2191333,393972,608290,66878,4234891.1,"{""direct"":299626,""email"":28396,""organic"":201657,""paid_search"":60223}"
2020-01-12,3,2038840,292650,598548,20012,1427165.57,"{""direct"":353236,""email"":7143,""organic"":195638,""paid_search"":29768}"
2020-05-02,3,2985318,379087,803145,10965,12438368.060000001,"{""direct"":621617,""email"":15117,""organic"":107702,""paid_search"":51607}"
2019-10-14,3,1928963,319417,583108,68135,3250235.37,"{""direct"":336819,""email"":3451,""organic"":164305,""paid_search"":66370}"
2019-09-21,3,2004404,354452,581203,118110,6435965.45,"{""direct"":378622,""email"":3510,""organic"":174077,""paid_search"":9998}"
2019-07-15,3,1796312,235492,633581,67028,3529361.23,"{""direct"":468576,""email"":3323,""organic"":215066,""paid_search"":31890}"
2020-04-14,3,2783933,344956,774225,10369,25350181.57,"{""direct"":638067,""email"":10086,""organic"":102989,""paid_search"":16306}"
2020-04-09,3,2317302,282753,632032,671,56532.95,"{""direct"":515351,""email"":6680,""organic"":77198,""paid_search"":26098}"
2020-03-31,3,1580402,214356,432013,4635,489927.18,"{""direct"":342442,""email"":4420,""organic"":52163,""paid_search"":27396}"
2019-09-09,3,1602104,214305,551638,34883,1561103.39,"{""direct"":415359,""email"":2265,""organic"":210848,""paid_search"":29449}"
2020-05-09,3,3415490,474517,962214,10417,8225504.74,"{""direct"":740923,""email"":12550,""organic"":165760,""paid_search"":35091}"
2020-01-08,3,2369660,361402,637675,132243,7781500.17,"{""direct"":376833,""email"":23806,""organic"":202094,""paid_search"":17167}"
2019-05-29,3,1311533,184759,459279,71962,3620809.1,"{""direct"":316642,""email"":7613,""organic"":166830,""paid_search"":28669}"
2020-04-15,3,2341938,317728,610968,8587,15140283.15,"{""direct"":503929,""email"":6743,""organic"":80796,""paid_search"":13160}"
2020-03-12,3,828547,141884,259514,37675,1732452.17,"{""direct"":187940,""email"":3102,""organic"":40516,""paid_search"":23206}"
2019-05-16,3,1131741,157123,401592,42732,1941781.22,"{""direct"":282133,""email"":6238,""organic"":136829,""paid_search"":29440}"
2019-09-24,3,2218502,361420,659227,51955,2411332.74,"{""direct"":405683,""email"":7834,""organic"":188107,""paid_search"":43332}"
2020-02-28,3,982913,162692,305930,38288,1936383.25,"{""direct"":221994,""email"":3373,""organic"":53785,""paid_search"":21816}"
2019-11-06,3,2086034,345662,633457,35536,1676949.12,"{""direct"":355063,""email"":7191,""organic"":186330,""paid_search"":69214}"
2019-06-11,3,1455495,195813,498364,91633,4988795.65,"{""direct"":373358,""email"":2206,""organic"":179605,""paid_search"":22682}"
2019-09-15,3,2410897,452534,678343,13037,809930.13,"{""direct"":255348,""email"":2431,""organic"":391785,""paid_search"":1592}"
2019-08-21,3,1475722,203086,519940,63389,3315596.29,"{""direct"":365248,""email"":7438,""organic"":166662,""paid_search"":39410}"
2019-11-16,3,2535621,408526,767352,87921,5082992.4,"{""direct"":437330,""email"":18255,""organic"":242746,""paid_search"":54080}"
2019-09-25,3,2430713,385588,712239,76344,3576704.56,"{""direct"":443071,""email"":5697,""organic"":210961,""paid_search"":36887}"
2019-11-30,3,1746635,295983,503318,101867,6479299.05,"{""direct"":252937,""email"":13549,""organic"":168206,""paid_search"":56691}"
2019-05-18,3,1342761,185228,480626,99692,5647307.7,"{""direct"":323623,""email"":7045,""organic"":169565,""paid_search"":32400}"
2019-07-30,3,1731587,230699,608760,80392,4251481.71,"{""direct"":440210,""email"":2542,""organic"":203816,""paid_search"":43792}"
2019-09-10,3,2111120,382463,552459,59011,2829168.39,"{""direct"":222121,""email"":2724,""organic"":307152,""paid_search"":2730}"
2020-05-12,3,3242887,477741,900212,52841,9229907.460000001,"{""direct"":694451,""email"":8763,""organic"":154418,""paid_search"":34616}"
2019-05-02,3,1397650,184393,502667,57601,2870871.44,"{""direct"":343377,""email"":6210,""organic"":169473,""paid_search"":40540}"
2019-10-26,3,1616859,306795,503468,69996,3802439.97,"{""direct"":280128,""email"":7006,""organic"":133174,""paid_search"":70752}"
2019-10-23,3,1882693,339751,581689,37166,1812687.49,"{""direct"":322974,""email"":13664,""organic"":153842,""paid_search"":75293}"
2019-09-18,3,2539232,475103,718405,77056,3542301.16,"{""direct"":255657,""email"":8916,""organic"":411133,""paid_search"":14109}"
2019-10-15,3,1906993,312748,575385,43669,2096142.71,"{""direct"":336948,""email"":6449,""organic"":168767,""paid_search"":51336}"
2019-09-20,3,1929537,334673,562694,56572,2621538.92,"{""direct"":369215,""email"":5484,""organic"":165697,""paid_search"":10129}"
2020-04-11,3,2461699,299614,715239,8600,44224711.57,"{""direct"":580844,""email"":6769,""organic"":94426,""paid_search"":26519}"
2020-04-06,3,1955596,261092,547449,5831,413229.19,"{""direct"":444753,""email"":6993,""organic"":71500,""paid_search"":17846}"
2019-12-27,3,1286621,207477,371289,56040,3189510.42,"{""direct"":215177,""email"":2035,""organic"":140299,""paid_search"":5430}"
2020-01-25,3,1505363,227998,446570,94689,5729190.56,"{""direct"":259046,""email"":3783,""organic"":143698,""paid_search"":31545}"
2019-10-11,3,1692087,298719,510205,50209,2408862.14,"{""direct"":302463,""email"":5099,""organic"":144615,""paid_search"":47011}"
2020-03-26,3,1272743,178211,373213,3405,286390.18,"{""direct"":285929,""email"":3231,""organic"":41387,""paid_search"":38164}"
2020-03-04,3,1201112,188930,336830,46911,2315413.78,"{""direct"":259331,""email"":2241,""organic"":53396,""paid_search"":15846}"
2020-02-22,3,1163249,187635,356058,66404,3765373.8,"{""direct"":205761,""email"":5549,""organic"":112108,""paid_search"":24728}"
2019-07-28,3,1757401,220188,632697,10396,668841.16,"{""direct"":434094,""email"":1940,""organic"":207787,""paid_search"":52797}"
2019-08-17,3,1400543,199748,495576,86764,4730787.58,"{""direct"":327687,""email"":2156,""organic"":158696,""paid_search"":43165}"
2019-05-19,3,1473739,182779,533574,5662,355059.24,"{""direct"":368091,""email"":3237,""organic"":195541,""paid_search"":34130}"
2020-02-23,3,1289466,190666,397814,6214,382391.59,"{""direct"":230325,""email"":2887,""organic"":127778,""paid_search"":28806}"
2019-08-01,3,1616957,216428,558242,36061,1860193.01,"{""direct"":393390,""email"":3832,""organic"":184972,""paid_search"":42453}"
2019-12-10,3,1653269,271995,481466,44141,2519777.65,"{""direct"":249631,""email"":4922,""organic"":154570,""paid_search"":60688}"
2020-02-02,3,1611047,225852,485017,12052,869429.24,"{""direct"":285051,""email"":2642,""organic"":150808,""paid_search"":38526}"
2020-02-04,3,1286000,193316,371660,657,39728.2,"{""direct"":215862,""email"":3785,""organic"":116948,""paid_search"":27277}"
2019-07-25,3,1452884,196451,513710,37550,1785959.12,"{""direct"":378349,""email"":5456,""organic"":184677,""paid_search"":2073}"
2020-03-18,3,923265,139681,245495,3553,375604.79,"{""direct"":191776,""email"":2352,""organic"":27067,""paid_search"":21352}"
2019-08-15,3,1451758,205386,509982,44090,2492963.07,"{""direct"":341234,""email"":1864,""organic"":164179,""paid_search"":42099}"
2019-07-27,3,1654599,223231,591632,69515,4229925.82,"{""direct"":406840,""email"":3563,""organic"":195069,""paid_search"":50586}"
2020-04-18,3,2348938,312774,633920,8513,22459266.120000001,"{""direct"":499094,""email"":8012,""organic"":79376,""paid_search"":42314}"
2019-08-14,3,1396667,201729,487573,65890,3404124.81,"{""direct"":334720,""email"":3330,""organic"":156019,""paid_search"":39617}"
2019-08-23,3,1332044,193573,468849,106768,6181002.65,"{""direct"":315766,""email"":11377,""organic"":148356,""paid_search"":36755}"
2019-05-03,3,1273437,172266,457616,55760,2731562.45,"{""direct"":303476,""email"":4369,""organic"":154382,""paid_search"":39958}"
2020-02-26,3,1116089,176623,345634,307,22869.15,"{""direct"":252794,""email"":2199,""organic"":59872,""paid_search"":24732}"
2019-10-24,3,1727458,315055,534342,74141,3695653.7,"{""direct"":297017,""email"":7381,""organic"":143122,""paid_search"":72112}"
2019-07-31,3,1702494,225362,584853,56122,2888518.18,"{""direct"":415682,""email"":4067,""organic"":196042,""paid_search"":42005}"
2019-04-20,3,1185745,168016,435203,79789,4603389.84,"{""direct"":276052,""email"":8424,""organic"":139088,""paid_search"":38779}"
2019-06-30,3,2104252,249404,775756,18589,1213448.53,"{""direct"":578330,""email"":5069,""organic"":257663,""paid_search"":32365}"
2019-08-02,3,1484546,205972,520708,128183,7236780.59,"{""direct"":364382,""email"":3870,""organic"":171802,""paid_search"":37910}"
2020-03-28,3,1608475,222949,478296,4800,391623.86,"{""direct"":362089,""email"":4020,""organic"":53113,""paid_search"":53312}"
2019-07-20,3,1479020,206927,524074,113090,6747588.19,"{""direct"":368440,""email"":3997,""organic"":166495,""paid_search"":36832}"
2019-11-10,3,2299306,358830,711258,11160,674650.9,"{""direct"":394547,""email"":5391,""organic"":211078,""paid_search"":84976}"
2019-06-19,3,1447229,196821,508835,39658,1832319.54,"{""direct"":370929,""email"":2878,""organic"":177515,""paid_search"":30025}"
2019-05-17,3,1134501,159532,406203,47943,2250531.64,"{""direct"":275415,""email"":8877,""organic"":137831,""paid_search"":29865}"
2020-01-28,3,1257108,189800,367438,33313,1586054.35,"{""direct"":213573,""email"":3137,""organic"":119415,""paid_search"":24185}"
2020-04-21,3,2200572,298921,573219,6769,54037414.890000001,"{""direct"":456276,""email"":6429,""organic"":72233,""paid_search"":32999}"
2020-02-13,3,1069437,170703,317844,70825,3530277.42,"{""direct"":182102,""email"":5135,""organic"":100810,""paid_search"":22185}"
2019-10-05,3,2019076,357274,589764,195123,10862942.02,"{""direct"":333229,""email"":7538,""organic"":176397,""paid_search"":62407}"
2019-06-29,3,1880654,241930,684556,155702,9353433.939999999,"{""direct"":501943,""email"":9434,""organic"":223486,""paid_search"":35166}"
2019-05-05,3,1536965,186921,568069,5157,336859.65,"{""direct"":384500,""email"":4663,""organic"":194160,""paid_search"":35961}"
2019-12-30,3,1310829,207582,380961,40992,2320159.41,"{""direct"":223688,""email"":2304,""organic"":143485,""paid_search"":5108}"
2019-08-30,3,1341478,195472,460077,70184,3671110.67,"{""direct"":316153,""email"":10756,""organic"":156038,""paid_search"":41015}"
2019-08-13,3,1496118,210817,524640,68693,3615308.6,"{""direct"":360781,""email"":4078,""organic"":167758,""paid_search"":42780}"
2020-02-01,3,1509921,227770,444001,91835,5599521.65,"{""direct"":257236,""email"":3529,""organic"":143244,""paid_search"":33080}"
2020-02-14,3,915780,153644,273015,28993,1436034.8,"{""direct"":154543,""email"":4982,""organic"":86240,""paid_search"":20443}"
2020-01-21,3,1404131,218036,410272,48700,2310929.86,"{""direct"":230035,""email"":13676,""organic"":128946,""paid_search"":28302}"
2019-11-04,3,2104689,355545,640238,37037,1830258.36,"{""direct"":363756,""email"":4165,""organic"":184847,""paid_search"":70292}"
2019-07-21,3,1730562,217314,620601,9908,618253.74,"{""direct"":441652,""email"":2270,""organic"":203145,""paid_search"":36309}"
2019-05-22,3,1265715,174025,445134,29551,1380622.57,"{""direct"":316533,""email"":7062,""organic"":160406,""paid_search"":29981}"
2019-04-24,3,1387321,182142,509728,55934,2721995.54,"{""direct"":341762,""email"":14094,""organic"":169954,""paid_search"":33098}"
2020-04-16,3,2214962,303033,564686,8066,53914325.740000002,"{""direct"":462925,""email"":6628,""organic"":75835,""paid_search"":13997}"
2019-07-14,3,1680547,211371,599835,9005,551018.47,"{""direct"":434831,""email"":1824,""organic"":202783,""paid_search"":31167}"
2019-06-08,3,1360831,188227,476841,106397,6097627.12,"{""direct"":336403,""email"":5226,""organic"":164261,""paid_search"":25416}"
2020-01-14,3,1508162,237701,432739,81989,4183251.93,"{""direct"":244830,""email"":13933,""organic"":139889,""paid_search"":22486}"
2019-10-21,3,2000320,344861,605867,23690,1202238.82,"{""direct"":350053,""email"":4805,""organic"":169434,""paid_search"":68055}"
2019-10-28,3,2040846,361389,635723,36525,1885372.19,"{""direct"":358436,""email"":5250,""organic"":175715,""paid_search"":79588}"
2020-01-02,3,1440530,225193,417535,53124,3124372.95,"{""direct"":242017,""email"":2383,""organic"":154063,""paid_search"":10138}"
2019-12-12,3,1607036,265987,470346,43028,2559188.92,"{""direct"":238001,""email"":15849,""organic"":145892,""paid_search"":58953}"
2020-04-12,3,2440878,307622,721917,6470,34370983.659999996,"{""direct"":582950,""email"":5503,""organic"":99580,""paid_search"":27255}"
2019-07-24,3,1598977,215663,566618,74119,3633531.55,"{""direct"":413664,""email"":6723,""organic"":199226,""paid_search"":13566}"
2019-08-04,3,1658533,213973,589445,18828,1235982,"{""direct"":410194,""email"":1689,""organic"":192742,""paid_search"":41902}"
2019-06-03,3,1553492,200420,535698,41985,2001093.19,"{""direct"":415434,""email"":2482,""organic"":193017,""paid_search"":23099}"
2019-05-14,3,1150867,158790,407550,41726,1850206.73,"{""direct"":286084,""email"":4138,""organic"":141489,""paid_search"":28740}"
2019-10-27,3,1935195,335141,620472,6945,414487.79,"{""direct"":347808,""email"":4775,""organic"":166946,""paid_search"":86037}"
2019-06-22,3,1315544,186356,465308,105439,5950966.13,"{""direct"":322119,""email"":1933,""organic"":161402,""paid_search"":32655}"
2019-06-07,3,1240072,173102,427748,60167,2867675.36,"{""direct"":301653,""email"":3618,""organic"":152352,""paid_search"":25530}"
2020-04-08,3,1972280,256998,554622,5893,10686737.630000001,"{""direct"":452742,""email"":5099,""organic"":72365,""paid_search"":18664}"
2019-08-12,3,1699047,232932,598908,88371,4932911.17,"{""direct"":414334,""email"":5541,""organic"":190721,""paid_search"":46413}"
2020-01-05,3,1544623,228133,462985,7053,462513.19,"{""direct"":275989,""email"":2256,""organic"":163635,""paid_search"":9990}"
2019-06-20,3,1273732,178120,443499,52477,2435284.03,"{""direct"":319851,""email"":4822,""organic"":153369,""paid_search"":27911}"
2019-05-27,3,1389124,187388,485465,91665,4901038.02,"{""direct"":344066,""email"":2219,""organic"":177398,""paid_search"":32709}"
2019-12-07,3,1782053,295673,526442,107141,6878801.63,"{""direct"":275029,""email"":8932,""organic"":171835,""paid_search"":57445}"
2019-12-05,3,1757442,283494,511125,34703,1947721.87,"{""direct"":264196,""email"":13931,""organic"":174330,""paid_search"":44946}"
2019-09-13,3,2163534,431142,578740,45797,2160935.74,"{""direct"":224189,""email"":2334,""organic"":330099,""paid_search"":1704}"
2019-05-21,3,1160822,162304,406547,73064,3764360.46,"{""direct"":290603,""email"":4430,""organic"":142623,""paid_search"":28284}"
2020-04-19,3,2369065,314438,663209,6594,6926854.07,"{""direct"":518479,""email"":5867,""organic"":87485,""paid_search"":45487}"
2019-11-27,3,2494804,420538,737215,56363,2907107.88,"{""direct"":412109,""email"":7547,""organic"":236053,""paid_search"":61567}"
2020-01-22,3,1400244,217405,404423,36287,1799508.33,"{""direct"":235503,""email"":7457,""organic"":127603,""paid_search"":25233}"
2020-05-04,3,3059981,407591,791980,11097,6050177.01,"{""direct"":618535,""email"":14767,""organic"":109424,""paid_search"":41666}"
2020-03-24,3,1118240,168433,318101,3105,224244.07,"{""direct"":243371,""email"":2520,""organic"":35828,""paid_search"":32800}"
2019-07-01,3,1978529,250280,704426,91710,4693727.74,"{""direct"":541780,""email"":4067,""organic"":235806,""paid_search"":35060}"
2019-11-28,3,2062368,360101,600436,47358,2566000.73,"{""direct"":315890,""email"":14660,""organic"":197998,""paid_search"":54732}"
2019-05-15,3,1294293,176532,464883,52718,2431813.57,"{""direct"":324063,""email"":8810,""organic"":160142,""paid_search"":31681}"
2020-02-09,3,1461527,209248,443012,8849,570190.89,"{""direct"":252744,""email"":3188,""organic"":137717,""paid_search"":40291}"
2019-05-07,3,1173589,164077,410450,45258,2107131.43,"{""direct"":280784,""email"":3769,""organic"":145202,""paid_search"":27838}"
2019-05-01,3,1495082,187456,540861,5549,420159.63,"{""direct"":365961,""email"":5726,""organic"":184313,""paid_search"":39395}"
2019-08-09,3,1432160,204052,499430,69704,3618298.27,"{""direct"":342533,""email"":6057,""organic"":163852,""paid_search"":35423}"
2020-03-25,3,1216685,176115,356375,3142,227301.88,"{""direct"":275111,""email"":2801,""organic"":39693,""paid_search"":34217}"
2019-06-13,3,1263217,176946,437400,53143,2459750.54,"{""direct"":317562,""email"":4454,""organic"":149704,""paid_search"":27774}"
2020-02-08,3,1330653,208156,398370,102299,6113986.63,"{""direct"":227854,""email"":3308,""organic"":125494,""paid_search"":34060}"
2020-03-06,3,1029231,171598,310460,38875,1934352.2,"{""direct"":222542,""email"":8524,""organic"":50557,""paid_search"":24427}"
2019-08-31,3,1483193,213497,509604,112360,6550142.15,"{""direct"":352755,""email"":9584,""organic"":175613,""paid_search"":46594}"
2020-04-24,3,2400788,317194,639052,6969,5963500.69,"{""direct"":504804,""email"":9828,""organic"":77195,""paid_search"":41159}"
2019-11-19,3,2132960,350879,643115,48923,2399182.11,"{""direct"":365377,""email"":9415,""organic"":197483,""paid_search"":56491}"
2019-08-07,3,1654598,229116,574520,80015,4218062.09,"{""direct"":402273,""email"":8186,""organic"":190077,""paid_search"":42375}"
